9654,0
33043,1
32118,2
12352,3
35077,4
36118,5
81766,6
31331,7
32627,8
100747,9
35606,10
32971,11
36246,12
32754,13
10657,14
3147,15
196110,16
5140,17
35472,18
40639,19
59248,20
73816,21
32742,22
9416,23
79626,24
5103,25
69597,26
4168,27
79898,28
14784,29
3680,30
34797,31
13931,32
36156,33
19726,34
58223,35
135099,36
29592,37
151445,38
35142,39
51353,40
23840,41
38873,42
44491,43
14914,44
31579,45
11732,46
123272,47
105612,48
126437,49
9029,50
3633,51
108888,52
117403,53
6542,54
375733,55
46610,56
126308,57
24619,58
13061,59
12787,60
1013,61
121104,62
25583,63
164504,64
2042,65
79130,66
35311,67
3719,68
11338,69
387,70
28249,71
6267,72
32142,73
5450,74
63532,75
35418,76
35378,77
66165,78
59968,79
117825,80
172323,81
86471,82
75155,83
4145,84
4735,85
84043,86
130777,87
201689,88
8549,89
28580,90
62898,91
80334,92
82984,93
42,94
55594,95
6308,96
14280,97
4185,98
36956,99
3433,100
90812,101
6306,102
66956,103
24764,104
6096,105
375980,106
378922,107
376089,108
378729,109
381701,110
377512,111
376526,112
20138,113
381813,114
30893,115
4016,116
5691,117
2391,118
1407,119
22128,120
380340,121
14763,122
378944,123
2809,124
69390,125
66765,126
66764,127
10589,128
24578,129
32005,130
15507,131
38707,132
90377,133
8379,134
68301,135
14614,136
280626,137
380235,138
35818,139
7747,140
4151,141
34142,142
55269,143
1296,144
3563,145
16116,146
63076,147
154670,148
22099,149
170561,150
14912,151
40921,152
32902,153
148626,154
90683,155
2745,156
35640,157
9582,158
30058,159
8732,160
131319,161
30294,162
130835,163
45355,164
135792,165
11297,166
125919,167
88452,168
8735,169
125920,170
43824,171
45236,172
18566,173
294153,174
74731,175
10858,176
54281,177
44612,178
2442,179
90702,180
31500,181
21864,182
11524,183
36700,184
82691,185
36621,186
39471,187
34093,188
14600,189
14234,190
11419,191
132879,192
19942,193
126406,194
106324,195
87471,196
44394,197
11119,198
92881,199
80098,200
169690,201
4787,202
37725,203
30398,204
8250,205
9093,206
48094,207
25460,208
19342,209
126122,210
31055,211
35495,212
17050,213
124947,214
128859,215
23288,216
66682,217
32342,218
84517,219
25781,220
10691,221
33404,222
2818,223
157362,224
14170,225
164206,226
58998,227
70219,228
90603,229
4479,230
171648,231
170416,232
9934,233
127397,234
45002,235
1180,236
36708,237
51535,238
34952,239
682,240
86161,241
10299,242
11989,243
75104,244
33914,245
30455,246
33256,247
30378,248
12233,249
36717,250
48286,251
6365,252
8993,253
47412,254
35099,255
130768,256
57590,257
67779,258
47114,259
68899,260
90105,261
7447,262
18860,263
24522,264
34053,265
46293,266
46225,267
46509,268
57076,269
46644,270
50344,271
66114,272
5560,273
83537,274
7068,275
130874,276
62079,277
82292,278
62762,279
52895,280
8917,281
62123,282
58277,283
4869,284
56006,285
12030,286
90675,287
175818,288
11855,289
32138,290
83484,291
63620,292
79141,293
79178,294
12841,295
3676,296
46805,297
6964,298
68520,299
89925,300
66675,301
4124,302
79218,303
30859,304
18498,305
48772,306
83655,307
4454,308
7033,309
6436,310
13905,311
30312,312
111071,313
24883,314
131133,315
26432,316
62763,317
80661,318
161099,319
33034,320
75267,321
2681,322
10250,323
35914,324
36126,325
85135,326
125599,327
2980,328
27047,329
3325,330
34910,331
34605,332
7974,333
36556,334
36515,335
5372,336
130823,337
205010,338
203487,339
173671,340
57874,341
167930,342
41905,343
12726,344
47736,345
2673,346
32082,347
2087,348
30340,349
30366,350
48570,351
9989,352
86227,353
188217,354
85849,355
10856,356
155745,357
36878,358
7005,359
36885,360
47586,361
25911,362
79520,363
13607,364
6478,365
24753,366
801,367
30761,368
21638,369
7779,370
42163,371
68351,372
3299,373
421,374
11664,375
34038,376
114824,377
7104,378
69273,379
10713,380
49920,381
8328,382
9550,383
62496,384
83972,385
40834,386
79956,387
46871,388
126695,389
126615,390
90622,391
89710,392
41580,393
60795,394
30696,395
6074,396
90454,397
56514,398
56241,399
33836,400
36602,401
10263,402
47373,403
35885,404
30947,405
7095,406
7726,407
8404,408
4926,409
33890,410
4603,411
68815,412
6302,413
379043,414
207876,415
25215,416
379860,417
35473,418
7088,419
211850,420
90621,421
7010,422
13064,423
2458,424
126422,425
16826,426
57201,427
162305,428
93152,429
7398,430
14758,431
51250,432
30792,433
6913,434
10674,435
234568,436
85571,437
16486,438
156673,439
127197,440
23884,441
50887,442
125587,443
11770,444
20166,445
36271,446
25833,447
375650,448
379018,449
10296,450
38035,451
28201,452
10237,453
47310,454
7100,455
6848,456
36031,457
13748,458
14124,459
14441,460
47167,461
6510,462
9581,463
10988,464
13661,465
41935,466
29769,467
84577,468
98333,469
42933,470
33240,471
83401,472
72130,473
76811,474
66031,475
194264,476
12319,477
8158,478
11177,479
13954,480
47135,481
40985,482
47017,483
35981,484
5582,485
13043,486
36272,487
69350,488
36738,489
68590,490
5825,491
23761,492
4076,493
78103,494
51760,495
74933,496
13189,497
64599,498
7545,499
11017,500
12145,501
7544,502
34592,503
88887,504
13749,505
8756,506
42605,507
1329,508
95117,509
17450,510
28367,511
57717,512
35715,513
13281,514
47363,515
34192,516
11385,517
10193,518
135915,519
2176,520
13574,521
16952,522
36181,523
18635,524
14222,525
89791,526
36584,527
1299,528
175662,529
78211,530
15642,531
117877,532
36685,533
13326,534
13558,535
13595,536
11881,537
50551,538
84873,539
41781,540
22470,541
5986,542
20748,543
645,544
31033,545
159774,546
33919,547
26149,548
62441,549
707,550
20054,551
79526,552
47296,553
6078,554
39403,555
379049,556
3171,557
290874,558
22587,559
30700,560
63798,561
4433,562
88444,563
37583,564
647,565
30166,566
139656,567
85558,568
6615,569
375107,570
376543,571
16920,572
22715,573
22271,574
38600,575
1159,576
206301,577
164363,578
86550,579
3629,580
128905,581
162638,582
34103,583
104310,584
379486,585
58377,586
32817,587
35641,588
13099,589
30618,590
36662,591
12229,592
14473,593
14001,594
90248,595
47708,596
79064,597
46632,598
13983,599
36146,600
5392,601
14934,602
40986,603
9338,604
32661,605
10271,606
4081,607
29254,608
36703,609
40156,610
2920,611
2922,612
9154,613
36035,614
14382,615
171278,616
20521,617
1511,618
2273,619
2865,620
31079,621
13960,622
36142,623
13760,624
67789,625
30839,626
11586,627
172299,628
29260,629
49502,630
110695,631
2166,632
10073,633
17437,634
134713,635
248779,636
383829,637
30544,638
6666,639
13663,640
69167,641
57162,642
31930,643
124550,644
155233,645
72413,646
30327,647
2124,648
8789,649
4583,650
2743,651
19679,652
90107,653
5650,654
64648,655
57835,656
13520,657
72562,658
48167,659
36694,660
11559,661
3717,662
1356,663
60,664
5413,665
35380,666
58524,667
7241,668
14889,669
35980,670
5045,671
36411,672
5828,673
4991,674
86512,675
86513,676
9308,677
30165,678
90259,679
12954,680
12646,681
378740,682
53224,683
380998,684
12720,685
3314,686
68398,687
181073,688
71942,689
16852,690
61771,691
75611,692
28376,693
5058,694
34081,695
14444,696
36809,697
34994,698
36642,699
3138,700
51257,701
336354,702
3642,703
882,704
76154,705
13991,706
126892,707
85799,708
126991,709
30785,710
30516,711
236824,712
180372,713
169756,714
81645,715
12135,716
9971,717
5451,718
3855,719
25442,720
66806,721
70860,722
35324,723
6080,724
131616,725
158576,726
3253,727
192255,728
127250,729
201785,730
131182,731
33064,732
49788,733
57688,734
171470,735
20461,736
60484,737
9354,738
32418,739
79946,740
350419,741
378062,742
385589,743
375081,744
10035,745
377573,746
12217,747
8644,748
40631,749
25849,750
9476,751
62915,752
3200,753
3115,754
31638,755
36359,756
6694,757
606,758
54017,759
79209,760
32773,761
11700,762
1907,763
7637,764
30151,765
11406,766
80698,767
54952,768
3655,769
83646,770
3476,771
2717,772
14179,773
35462,774
160790,775
126107,776
14113,777
37382,778
210829,779
10403,780
65700,781
135575,782
77294,783
34760,784
7163,785
30267,786
79988,787
14548,788
375519,789
20493,790
9617,791
49986,792
10041,793
72846,794
10850,795
66973,796
12743,797
12742,798
89579,799
142463,800
24492,801
89583,802
5193,803
135724,804
12741,805
206093,806
35187,807
18965,808
211659,809
55628,810
42779,811
92413,812
22755,813
47233,814
35333,815
90228,816
14062,817
14895,818
67698,819
36639,820
65054,821
19902,822
